KEY_lang,English,Vietnamese,Russian,Spanish,French,Japanese,Korean,Thai,Arabic,Chinese,Portuguese,German,Italian,Indonesian,Turkish,
"hint_level_239","Pull the sun closer to the boy\n","Hãy kéo mặt trời lại gần cậu bé xem sao","Притяните солнце ближе к мальчику\n","Acerca el sol al chico\n","Rapprochez le soleil du garçon\n","太陽を少年に近づけます\n","소년에게 태양을 더 가까이\n","ดึงดวงอาทิตย์เข้ามาใกล้กับเด็กชาย\n","ﻲﺒﺼﻟا ﯽﻟإ بﺮﻗأ ﺲﻤﺸﻟا ﺐﺤﺳ","将太阳拉近男孩\n","Puxe o sol para mais perto do garoto\n","Ziehe die Sonne näher an den Jungen heran\n","Avvicina il sole al ragazzo\n","Tarik matahari lebih dekat ke anak itu\n","Güneşi çocuğa yaklaştır\n",
"tips_level_239","You are too smart!\n","Bạn quá thông minh!","Вы слишком умны!\n","Eres muy inteligente!\n","Tu es trop intelligent!\n","あなたは賢すぎる！\n","당신은 너무 똑똑합니다!\n","คุณฉลาดเกินไป!\n","!اﺪﺟ ﻲﻛذ ﺖﻧا\n","你太聪明了！\n","Você é muito inteligente!","Du bist zu schlau!\n","Sei troppo intelligente!\n","Kamu terlalu pintar!\n","Çok akıllısın!\n",
"ques_level_240","How many months have 28 days\n","Có bao nhiêu tháng có 28 ngày","Сколько месяцев у 28 дней\n","¿Cuántos meses tienen 28 días?\n","Combien de mois ont 28 jours\n","28日間の月数\n","How many months have 28 days\n","กี่เดือนมี 28 วัน\n","ﺎًﻣﻮﻳ 28 ﯽﻠﻋ يﻮﺘﺤﺗ ﻲﺘﻟا رﻮﻬﺸﻟا دﺪﻋ ﻢﻛ\n","多少个月有28天\n","Quantos meses tem 28 dias\n","Wie viele Monate haben 28 Tage\n","Quanti mesi hanno 28 giorni\n","Berapa bulan memiliki 28 hari\n","Kaç ayda 28 gün var\n",
"hint_level_240","All months have 28 days","tháng nào cũng có 28 ngày","Все месяцы имеют 28 дней\n","Todos los meses tienen 28 días\n","Tous les mois ont 28 jours\n","すべての月に28日あります\n","모든 개월은 28 일\n","ทุกเดือนมี 28 วัน\n","مﻮﻳ 28 رﻮﻬﺸﻟا ﻞﻛ\n","所有月份有28天\n","Todos os meses têm 28 dias\n","Alle Monate haben 28 Tage\n","Tutti i mesi hanno 28 giorni\n","Semua bulan memiliki 28 hari\n","Tüm ayların 28 günü var\n",
"tips_level_240","Great thinking !!\n","Tư duy đỉnh đấy!!","Отличное мышление !!\n","Gran pensamiento !!\n","Grande réflexion !!\n","素晴らしい思考！\n","좋은 생각 !!\n","คิดดีมาก !!\n","!! ﻊﺋار ﺮﻴﻜﻔﺗ\n","好主意！\n","Grande pensamento !!","Tolles Denken !!\n","Ottimo pensiero !!\n","Pemikiran yang bagus !!\n","Büyük düşünce !!\n",
"ques_level_241","Do not let the bomb explode\n","Đừng để bom nổ","Не позволяйте бомбе взорваться\n","No dejes que la bomba explote\n","Ne laissez pas la bombe exploser\n","爆弾を爆発させないでください\n","폭탄이 터지지 않도록하십시오\n","อย่าปล่อยให้ระเบิดระเบิด\n","ﺮﺠﻔﻨﺗ ﺔﻠﺒﻨﻘﻟا عﺪﺗ ﻻ\n","不要让炸弹爆炸\n","Não deixe a bomba explodir\n","Lass die Bombe nicht explodieren\n","Non lasciare che la bomba esploda\n","Jangan sampai bomnya meledak\n","Bombanın patlamasına izin verme\n",
"hint_level_241","Do not touch the bomb, the bomb will not explode\n","Đừng động vào bom thì bom sẽ không nổ","Не трогай бомбу, бомба не взорвется\n","No toques la bomba, la bomba no explotará\n","Ne touchez pas la bombe, la bombe n'explosera pas\n","爆弾に触れないでください、爆弾は爆発しません\n","폭탄을 만지지 마십시오, 폭탄은 폭발하지 않습니다\n","อย่าสัมผัสระเบิด, ระเบิดจะไม่ระเบิด\n","ﺮﺠﻔﻨﺗ ﻦﻟ ﺔﻠﺒﻨﻘﻟا ، ﺔﻠﺒﻨﻘﻟا ﺲﻤﻠﺗ ﻻ\n","请勿触摸炸弹，炸弹不会爆炸","Não toque na bomba, a bomba não vai explodir","Berühren Sie die Bombe nicht, die Bombe explodiert nicht\n","Non toccare la bomba, la bomba non esploderà\n","Jangan menyentuh bom, bom tidak akan meledak\n","Bombaya dokunma, bomba patlamayacak\n",
"tips_level_241","Always stay away from booms\n","Hãy luôn tránh xa những quả boom nhé","Всегда держитесь подальше от бонов\n","Mantente siempre alejado de las barreras\n","Restez toujours à l'écart des booms\n","常にブームに近づかない\n","항상 붐을 피하십시오","อยู่ห่างจาก booms เสมอ\n","تاﺮﻔﻄﻟا ﻦﻋ دﺎﻌﺘﺑﻻا ﺎﻤﺋاد","始终远离繁荣\n","Sempre fique longe de barreiras","Halten Sie sich immer von Auslegern fern\n","Stai sempre lontano dai boma\n","Selalu menjauh dari booming\n","Daima bomlardan uzak durun\n",
"ques_level_242","Find 2 cells with the same picture\n","Tìm 2 ô có hình giống nhau","Найдите 2 клетки с одинаковым изображением\n","Encuentra 2 celdas con la misma imagen\n","Trouver 2 cellules avec la même image\n","同じ画像の2つのセルを見つける","같은 그림으로 2 개의 세포 찾기\n","ค้นหา 2 เซลล์ด้วยภาพเดียวกัน\n","ةرﻮﺼﻟا ﺲﻔﻨﺑ ﻦﻴﺘﻴﻠﺧ ﻦﻋ ﺚﺤﺑا\n","找到2张图片相同的单元格\n","Encontre 2 células com a mesma imagem","Finde 2 Zellen mit dem gleichen Bild\n","Trova 2 celle con la stessa immagine\n","Temukan 2 sel dengan gambar yang sama\n","Aynı resme sahip 2 hücre bulun\n",
"hint_level_242","1 cell outside the screen. Minimize the screen to see it.","Phía ngoài màn hình còn 1 ô nữa. Hãy thu nhỏ màn hình để thấy nó","1 ячейка за пределами экрана. Сверните экран, чтобы увидеть его.","1 celda fuera de la pantalla. Minimiza la pantalla para verlo.\n","1 cellule en dehors de l'écran. Réduisez l'écran pour le voir.\n","画面外の1セル。画面を最小化して表示します。\n","화면 외부의 1 셀. 화면을 최소화하여 확인하십시오.\n","1 เซลล์นอกจอ ย่อขนาดหน้าจอให้เล็กที่สุด\n",".ﺎﻬﺘﻳؤﺮﻟ ﺔﺷﺎﺸﻟا ﺮﻴﻐﺼﺗ .ﺔﺷﺎﺸﻟا جرﺎﺧ ةﺪﺣاو ﺔﻴﻠﺧ\n","屏幕外有1个单元格。最小化屏幕以查看它。\n","1 célula fora da tela. Minimize a tela para vê-la.\n","1 Zelle außerhalb des Bildschirms. Minimieren Sie den Bildschirm, um ihn anzuzeigen.\n","1 cella fuori dallo schermo. Riduci a icona lo schermo per vederlo.\n","1 sel di luar layar. Minimalkan layar untuk melihatnya.\n","Ekranın dışında 1 hücre. Görmek için ekranı simge durumuna küçültün.\n",
"tips_level_242","You are the champion of this game\n","Bạn là vô địch của game này","Вы чемпион этой игры","Eres la campeona de este juego","Vous êtes le champion de ce jeu\n","あなたはこのゲームのチャンピオンです\n","당신은이 게임의 챔피언입니다\n","คุณเป็นผู้ชนะของเกมนี้\n","ﺔﺒﻌﻠﻟا هﺬﻫ ﻞﻄﺑ ﺖﻧأ\n","您是这场比赛的冠军\n","Você é o campeão deste jogo\n","Du bist der Champion dieses Spiels\n","Sei il campione di questo gioco\n","Anda adalah juara dari game ini\n","Bu oyunun şampiyonu sensin\n",
"ques_level_243","How to calculate correctly\n","Làm sao để được phép tính đúng","Как правильно рассчитать\n","Cómo calcular correctamente\n","Comment calculer correctement\n","正しく計算する方法\n","올바르게 계산하는 방법\n","วิธีการคำนวณให้ถูกต้อง\n","ﺢﻴﺤﺻ ﻞﻜﺸﺑ ﺐﺴﺤﺗ ﻒﻴﻛ\n","如何正确计算\n","Como calcular corretamente\n","Wie man richtig berechnet\n","Come calcolare correttamente\n","Cara menghitung dengan benar\n","Doğru nasıl hesaplanır\n",
"hint_level_243","Spin a match to get 311 + 89 = 400\n","Quay 1 que diêm để được 311 + 89 = 400","Вращайте матч, чтобы получить 311 + 89 = 400\n","Gira una partida para obtener 311 + 89 = 400\n","Faites tourner un match pour obtenir 311 + 89 = 400\n","マッチをスピンして311 + 89 = 400を取得\n","311 + 89 = 400을 얻기 위해 경기를 회전\n","หมุนการแข่งขันเพื่อรับ 311 + 89 = 400\n","400 = 89 + 311 ﯽﻠﻋ ﻞﺼﺤﺘﻟ ةارﺎﺒﻣ ردأ\n","旋转比赛可获得311 + 89 = 400\n","Gire uma partida para obter 311 + 89 = 400\n","Drehe ein Match, um 311 + 89 = 400 zu erhalten\n","Gira una partita per ottenere 311 + 89 = 400\n","Putar pertandingan untuk mendapatkan 311 + 89 = 400\n","311 + 89 = 400 almak için maçı döndürün\n",
"tips_level_243","This is a mathematical prodigy!\n","Thần đồng toán học đây rồi!","Это математическое чудо!\n","Este es un prodigio matemático!\n","Ceci est un prodige mathématique!\n","これは数学的天才です！\n","이것은 수학적 신동이다!\n","นี่คืออัจฉริยะทางคณิตศาสตร์!\n","!ﺔﻴﺿﺎﻳر ةﺰﺠﻌﻣ اﺬﻫ","这是一个数学神童！\n","Este é um prodígio matemático!\n","Dies ist ein mathematisches Wunderkind!\n","Questo è un prodigio matematico!\n","Ini adalah keajaiban matematika!\n","Bu matematiksel bir dahi!\n",
"ques_level_244","Make it all blue","Hãy biến tất cả thành màu xanh","Сделай все это синим\n","Hazlo todo azul\n","Faites tout bleu\n","すべて青くする\n","모두 파란색으로\n","ทำให้มันเป็นสีฟ้าทั้งหมด\n","قرزأ ءﻲﺷ ﻞﻛ ﻞﻌﺟا\n","全部变蓝\n","Faça tudo azul\n","Mach alles blau\n","Rendi tutto blu\n","Jadikan semuanya biru\n","Hepsini mavi yap\n",
"hint_level_244","Make it rain to make plants green. Then put the gecko into the plants. Use paint to green out the question line and pull out the clouds","Hãy làm cho trời mưa để cây cỏ thành màu xanh. Sau đó đưa chú tắc kè vào cây cỏ. Hãy dùng sơn để tô xanh dòng chữ câu hỏi và kéo các đám mây ra ngoài ","Сделайте дождь, чтобы сделать растения зелеными. Затем поместите геккона в растения. Используйте краску, чтобы закрасить линию вопроса и вытащить облака\n","Haz que llueva para hacer que las plantas sean verdes. Luego pon el gecko en las plantas. Usa pintura para ecologizar la línea de preguntas y sacar las nubes\n","Faites pleuvoir pour rendre les plantes vertes. Mettez ensuite le gecko dans les plantes. Utilisez de la peinture pour verdir la ligne des questions et retirer les nuages\n","雨が降ると植物が緑になります。次にヤモリを植物に入れます。ペイントを使用して質問ラインを緑にし、雲を引き出します\n","식물을 녹색으로 만들기 위해 비를 내립니다. 그런 다음 도마뱀을 식물에 넣으십시오. 페인트를 사용하여 물음표를 풀고 구름을 끌어냅니다.\n","ทำให้ฝนตกทำให้พืชมีสีเขียว จากนั้นใส่ตุ๊กแกลงในพืช ใช้สีเพื่อวาดเส้นคำถามและดึงเมฆออกมา\n","مﻮﻴﻐﻟا ﺐﺤﺳاو لاﺆﺴﻟا ﻂﺧ ءﺎﻔﺧﻹ ءﻼﻄﻟا مﺪﺨﺘﺳا .تﺎﺗﺎﺒﻨﻟا ﻲﻓ ﺺﻳﺮﺑ ﻮﺑأ ﻊﺿ ﻢﺛ .ءاﺮﻀﺧ تﺎﺗﺎﺒﻨﻟا ﻞﻌﺠﻟ ﺮﻄﻤﺗ ﺎﻬﻠﻌﺟا\n","下雨使植物变绿。然后将壁虎放入植物中。用油漆绿化问题线并拉出云层\n","Faça chover para deixar as plantas verdes. Em seguida, coloque a lagartixa nas plantas. Use tinta para esverdear a linha de interrogação e retirar as nuvens\n","Lass es regnen, um Pflanzen grün zu machen. Dann legen Sie den Gecko in die Pflanzen. Verwenden Sie Farbe, um die Fragelinie zu begrünen und die Wolken herauszuziehen\n","Fai piovere per rendere verdi le piante. Quindi metti il ​​geco nelle piante. Usa la vernice per rendere più verde la linea di domanda ed estrarre le nuvole\n","Jadikan hujan untuk membuat tanaman hijau. Lalu masukkan tokek ke dalam tanaman. Gunakan cat untuk menghiasi garis pertanyaan dan tarik keluar awan\n","Bitkileri yeşil yapmak için yağmur yağdırın. Sonra kertenkeleyi bitkilere koyun. Soru satırını yeşillendirmek ve bulutları çıkarmak için boya kullanın\n",
"tips_level_244","Good question. But you better! Hihi\n","Câu hỏi hay đấy. Cơ mà bạn hay hơn! Hihi","Хороший вопрос. Но тебе лучше! Hihi\n","Buena pregunta. Pero mejor! Hola\n","Bonne question. Mais tu ferais mieux! Hihi","良い質問。しかし、あなたはより良いです！ヒヒ\n","좋은 질문. 그러나 당신은 더 나은! 히히\n","คำถามที่ดี. แต่คุณดีกว่า! hihi\n","ﺎﺒﺣﺮﻣ ﺎﺒﺣﺮﻣ !ﻞﻀﻓأ ﻚﻨﻜﻟ .ﺪﻴﺟ لاﺆﺳ\n","好问题。但是你更好！嗨\n","Boa pergunta. Mas você melhor! Hihi\n","Gute Frage. Aber du bist besser! Hihi","Buona domanda. Ma tu stai meglio! hihi\n","Pertanyaan bagus. Tapi kamu lebih baik! Hihi\n","İyi soru. Ama sen daha iyisin! hihi\n",
"ques_level_245","Let's solve the math operations","Hãy giải quyết bài toán","Давайте решать математические операции\n","Resolvamos las operaciones matemáticas.\n","Résolvons les opérations mathématiques\n","数学演算を解きましょう\n","수학 연산을 풀자","มาแก้ปัญหาคณิตศาสตร์กันดีกว่า\n","ﺔﻴﺑﺎﺴﺤﻟا تﺎﻴﻠﻤﻌﻟا ﻞﺤﻧ ﺎﻨﻋد\n","让我们解决数学运算\n","Vamos resolver as operações matemáticas\n","Lassen Sie uns die mathematischen Operationen lösen\n","Risolviamo le operazioni matematiche\n","Mari kita selesaikan operasi matematika\n","Matematik işlemlerini çözelim\n",
"hint_level_245","The result is 18\n","Kết quả là 18","Результат 18\n","El resultado es 18\n","Le résultat est de 18\n","結果は18\n","결과는 18입니다\n","ผลลัพธ์คือ 18\n","18 ﻲﻫ ﺔﺠﻴﺘﻨﻟاو","结果是18","O resultado é 18\n","Das Ergebnis ist 18\n","Il risultato è 18\n","Hasilnya adalah 18\n","Sonuç 18\n",
"tips_level_245","So easy\n","Quá dễ","Так просто\n","Tan fácil\n","Si facile\n","とても簡単\n","너무 쉽게\n","ง่ายมาก\n","اﺪﺟ ﻞﻬﺳ\n","太简单\n","Tão fácil\n","So einfach\n","Così facile\n","Begitu mudah\n","Çok kolay",
"ques_level_246","If two birds are shot, how many birds are left on the branch","Nếu 2 con chim bị bắn thì trên cành cây còn lại bao nhiêu con chim","Если двух птиц застрелят, сколько птиц осталось на ветке\n","Si se disparan dos pájaros, ¿cuántos pájaros quedan en la rama?\n","Si deux oiseaux sont abattus, combien d'oiseaux restent sur la branche\n","2羽の鳥が撃たれた場合、何羽の鳥が枝に残っているか\n","두 마리의 새가 총에 맞으면 가지에 몇 마리의 새가 남아 있습니까?\n","หากนกสองตัวถูกยิงจำนวนนกจะถูกทิ้งไว้บนกิ่งไม้\n","عﺮﻔﻟا ﯽﻠﻋ ﺔﻴﻘﺒﺘﻤﻟا رﻮﻴﻄﻟا دﺪﻋ ﻢﻛ ، ﻦﻳرﻮﻔﺼﻋ قﻼﻃإ ﻢﺗ اذإ\n","如果射杀了两只鸟，那么树枝上还剩下多少只鸟\n","Se dois pássaros são abatidos, quantos pássaros restam no galho\n","Wenn zwei Vögel geschossen werden, wie viele Vögel sind noch auf dem Ast\n","Se vengono uccisi due uccelli, quanti uccelli rimangono sul ramo\n","Jika dua burung ditembak, berapa banyak burung yang tersisa di cabang\n","İki kuş vurulursa, dalda kaç kuş kalır\n",
"hint_level_246","No more birds.Because when firing, all flew away","Không còn con nào. Vì khi nổ súng bắn thì tất cả đều bay đi hết","Птиц больше нет. Потому что при стрельбе все улетели\n","No más pájaros. Porque al disparar, todos volaron\n","Plus d'oiseaux, car lors du tir, tous s'envolaient\n","鳥はもういません。発砲すると、すべて飛んでいったから\n","더 이상 새가 없습니다. 발사 할 때 모두 날아갔습니다.\n","ไม่มีนกอีกต่อไปเพราะเมื่อยิงทุกคนก็บินหนีไป\n","اًﺪﻴﻌﺑ ﻢﻬﻌﻴﻤﺟ رﺎﻃ ، رﺎﻨﻟا قﻼﻃإ ﺪﻨﻋ ﻪﻧﻷ ، رﻮﻴﻄﻟا ﻦﻣ ﺪﻳﺰﻣ ﻻ\n","没有更多的鸟。因为射击时，所有的都飞走了\n","Não há mais pássaros. Porque ao disparar, todos voaram para longe\n","Keine Vögel mehr. Weil beim Schießen alle wegflogen\n","Niente più uccelli, perché quando sparavano, tutti volavano via\n","Tidak ada lagi burung. Karena ketika menembak, semua terbang\n","Artık kuş yok çünkü ateş ederken hepsi uçup gitti\n",
